name,price,bookmark,happy,sad,food_type,location,Num_review,highlight,num_branch,num_seat,pay_list,other_facility,path,taste,decor,service,hygiene,value,overall
驊記糕點屋,Below $50,5457,27,0,Hong Kong Style,Yuen Long,51,0,1,0,Cash,0,"5-min walk from Exit E, Long Ping MTR Station",4,3,3,3,4,17
ROLL-EM-UP Burrito Bar,Below $50,1266,39,0,Mexican,Yuen Long,47,0,,,,,,,,,,,
Kei Kee Dessert 佳記甜品,Below $50,4463,230,145,Hong Kong Style,Yuen Long,679,0,,,,,,,,,,,
Takashi 崟,Above $801,5583,113,1,Japanese,Yuen Long,119,0,,,,,,,,,,,
Hoi Yat Cafe 凱逸餐室,$51-100,2090,120,5,Hong Kong Style,Yuen Long,153,0,,,,,,,,,,,
Wenger Noodle (On Ning Building) 雲家小鍋米線 (安寧大廈),Below $50,1011,46,0,Yunnan,Yuen Long,50,0,,,,,,,,,,,
Ming Chuan Noodle Hut 名川麵棧,Below $50,771,71,5,Jingchuanhu,Yuen Long,90,0,1,0,0,0,"5-min walk from Exit E, Long Ping MTR Station",4,3,4,3,4,18
碼頭上魚,$201-400,743,40,0,Sichuan,Yuen Long,41,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Reward Dining Points,Spot payment","11-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,4,20
Tai Wing Wah Restaurant 大榮華酒樓,$101-200,6583,277,55,Hong Kong Style,Yuen Long,517,0,1,360,"Visa,Master,Cash","Alcoholic Drinks,May Bring Your Own Wine,VIP Room,Parking,10% Service Charge,Sea View,Live Music","6-min walk from Exit E, Long Ping MTR Station",3,3,3,3,3,15
TADAIMA 唯今,$51-100,3676,25,2,Japanese,Yuen Long,45,0,,,,,,,,,,,
傷心酸辣粉 (裕景坊),$51-100,1819,45,8,Sichuan,Yuen Long,77,0,9,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay","Alcoholic Drinks,TV Broadcast,Spot payment","11-min walk from Exit E, Long Ping MTR Station",3,3,3,3,3,15
元朗燒賣皇后妙舒,Below $50,4029,88,15,Hong Kong Style,Yuen Long,215,0,2,0,"AlipayHK,Alipay,Cash","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Delivery,10% Service Charge,Spot payment","9-min walk from Exit A, Yuen Long MTR Station",3,3,3,3,3,15
Taishoken Maruichi (Yuen Long Plaza） 大勝軒丸一 (元朗廣場),$51-100,570,38,5,Japanese,Yuen Long,55,0,,,,,,,,,,,
Foodeli (形點),$51-100,564,51,1,International,Yuen Long,64,0,2,70,"Cash,Octopus",0,"13-min walk from Exit H, Yuen Long MTR Station",4,4,3,4,4,19
Kam Kee Cafe 金記冰室,$51-100,498,41,3,Hong Kong Style,Yuen Long,57,0,,,,,,,,,,,
Pho Le 錦麗,$51-100,2077,68,15,Vietnamese,Yuen Long,152,0,8,0,"AlipayHK,Alipay,Cash",Spot payment,"12-min walk from Exit H, Yuen Long MTR Station",3,3,3,3,3,15
Hatoma Izakaya 鳩間屋,$201-400,402,30,0,Japanese,Yuen Long,30,0,1,30,"Visa,Master,AlipayHK,Cash,UnionPay,WeChat Pay,FPS, PAYME","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Reward Dining Points,10% Service Charge,TV Broadcast","10-min walk from Exit B1, Long Ping MTR Station",4,4,4,4,4,20
The Way Coffee,$51-100,2483,26,1,Western,Yuen Long,33,0,,,,,,,,,,,
Sora Cafe,$51-100,3485,34,0,Western,Yuen Long,63,0,1,0,Cash,"Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,10% Service Charge","7-min walk from Exit A, Yuen Long MTR Station",3,4,4,4,3,18
龍朝牛雜牛腩專門店,Below $50,410,29,0,Chiu Chow,Yuen Long,34,0,,,,,,,,,,,
Che's Kitchen 粵舫老趙,$51-100,1896,71,0,Guangdong,Yuen Long,76,0,,,,,,,,,,,
Ma Ma's Dumpling 有得餃,Below $50,4328,32,1,Hong Kong Style,Yuen Long,61,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"9-min walk from Exit B, Yuen Long MTR Station",3,3,3,3,3,15
Sushi Misumi 鮨美澄,Above $801,7431,19,2,Japanese,Yuen Long,32,0,,,,,,,,,,,
Sweet Canteen 大飯糖甜品小食屋,Below $50,2514,30,2,Hong Kong Style,Yuen Long,57,0,,,,,,,,,,,
Brotzeit German Bier Bar & Restaurant (形點),$201-400,6049,37,8,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Yuen Long,77,0,2,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay,Apple Pay,Google Pay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Phone Reservation,Reward Dining Points,Outdoor Seating,Live Sports Broadcast,Spot payment","1-min walk from Exit K, Yuen Long MTR Station",3,4,3,4,3,17
富興潮州粉麵,Below $50,367,26,0,Hong Kong Style,Yuen Long,30,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"8-min walk from Exit A, Yuen Long MTR Station",4,4,4,4,4,20
Ho To Tai Noodle Shop 好到底麵家,Below $50,6143,140,19,Hong Kong Style,Yuen Long,266,0,,,,,,,,,,,
兩姊妹涼皮有限公司 (教育路),Below $50,4500,17,0,Sichuan,Yuen Long,24,0,4,0,"AlipayHK,Alipay,Cash",Spot payment,"14-min walk from Exit D, Long Ping MTR Station",4,3,4,3,3,17
Xi Chuan 囍串,$101-200,475,29,0,Hong Kong Style,Yuen Long,38,0,,,,,,,,,,,
Machi Handmade Hotpot Restaurant 麻極手工火鍋料理,$201-400,5225,38,2,Hong Kong Style,Yuen Long,58,0,1,0,"Visa,Master,AlipayHK,Cash,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,10% Service Charge,TV Broadcast","11-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,3,19
Twelve Flavors (Sai Ching Street) 十二味 (西菁街),$101-200,2506,35,2,Sichuan,Yuen Long,45,0,,,,,,,,,,,
Wulu Yakiniku Sashimi 葫蘆燒肉刺身,$51-100,338,29,2,Japanese,Yuen Long,32,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,Apple Pay,WeChat Pay",0,"3-min walk from Exit B2, Long Ping MTR Station",4,4,4,4,4,20
Anna Restaurant 安娜餐廳,$51-100,5262,120,29,Western,Yuen Long,241,0,1,0,Cash,0,"13-min walk from Exit E, Long Ping MTR Station",3,3,3,3,3,15
Ramen Jo 拉麵Jo,$51-100,2102,107,13,Japanese,Yuen Long,170,0,3,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,JCB","Online Reservation,Reward Dining Points,Spot payment","10-min walk from Exit H, Yuen Long MTR Station",3,3,3,4,3,16
Terrace in seaside (形點),$101-200,619,41,2,Korean,Yuen Long,50,0,4,0,0,0,"4-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,4,20
發記腸粉粥品,Below $50,6020,154,9,Hong Kong Style,Yuen Long,269,0,,,,,,,,,,,
郭仔記車仔麵,Below $50,783,44,0,Hong Kong Style,Yuen Long,55,0,2,0,"Cash,Octopus",0,"4-min walk from Exit D, Long Ping MTR Station",4,3,4,3,4,18
Pattaya Thai House 芭堤雅泰國餐館,$101-200,2739,55,2,Thai,Yuen Long,71,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash","Wi-Fi,Alcoholic Drinks,Phone Reservation",MTR Yuen Long exit B,4,3,4,4,3,18
Mario (Yau San Street) 孖寶去骨海南雞 (又新街),$51-100,4432,88,6,Singaporean,Yuen Long,140,0,3,29,"AlipayHK,Alipay,Cash,Octopus","Parking,10% Service Charge,Spot payment","8-min walk from Exit A, Yuen Long MTR Station",4,3,3,3,4,17
T-Fresh 嚐仙,Below $50,1242,23,11,Taiwan,Yuen Long,70,0,6,0,"Visa,Master,Cash,Octopus,Apple Pay,WeChat Pay",0,"10-min walk from Exit H, Yuen Long MTR Station",3,3,3,3,3,15
Thai Market,$101-200,5650,30,17,Thai,Yuen Long,88,0,,,,,,,,,,,
Steak’er,$101-200,5011,84,3,Western,Yuen Long,108,0,1,30,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,Google Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Spot payment","10-min walk from Exit A, Yuen Long MTR Station",4,3,4,4,4,19
ChengDuMaoCai 成都冒菜,Below $50,3676,24,1,Sichuan,Yuen Long,40,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"5-min walk from Exit B2, Long Ping MTR Station",3,3,3,3,4,16
Royal Ming Garden Restaurant (Fortune Centre) 御名園 (鴻運中心),$51-100,840,33,8,Guangdong,Yuen Long,56,0,6,0,0,0,"9-min walk from Exit A, Yuen Long MTR Station",4,4,3,3,3,17
Mega Star Cafe 巨昇冰室,$51-100,568,28,1,Hong Kong Style,Yuen Long,41,0,1,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay,OpenRice Pay","Phone Reservation,Spot payment","11-min walk from Exit E, Long Ping MTR Station",3,4,4,4,3,18
HOLA,$101-200,5545,53,7,British,Yuen Long,103,0,,,,,,,,,,,
Ichininmae Ramen 一人前拉麵,$51-100,2617,52,5,Japanese,Yuen Long,96,0,1,25,Cash,10% Service Charge,"9-min walk from Exit A, Yuen Long MTR Station",3,3,3,3,3,15
雲川百味,$51-100,278,20,0,Yunnan,Yuen Long,20,0,,,,,,,,,,,
Mammy Pancake 媽咪雞蛋仔,Below $50,695,61,5,Hong Kong Style,Yuen Long,102,0,,,,,,,,,,,
勤記潮州食家,Below $50,4693,33,5,Chiu Chow,Yuen Long,52,0,1,0,Cash,0,"10-min walk from Exit B1, Long Ping MTR Station",4,3,3,3,4,17
Apak Hainanese Chicken 阿伯泰式海南雞專門店,Below $50,315,38,1,Thai,Yuen Long,44,0,1,0,"AlipayHK,Alipay,Cash,Octopus,AE,WeChat Pay,OpenRice Pay",0,"9-min walk from Exit A, Yuen Long MTR Station",4,4,4,4,4,20
MODERN STAND LANE 摩登士丹里,Below $50,2166,84,5,Hong Kong Style,Yuen Long,135,0,2,0,"Cash,Octopus",0,"7-min walk from Exit A, Yuen Long MTR Station",4,3,3,3,4,17
Chiu's Kitchen 1523 釗級廚房,$51-100,4496,89,6,Guangdong,Yuen Long,127,0,,,,,,,,,,,
Yakiniku House & Bar 涎 日式燒肉店 & 渚 外賣刺身丼,$101-200,2582,26,1,Japanese,Yuen Long,46,0,1,50,"Visa,Cash","Alcoholic Drinks,Parking,Phone Reservation,Delivery","4-min walk from Exit F, Long Ping MTR Station",4,4,4,4,4,20
Thailand Wok 泰瀾鑊,$101-200,2449,24,3,Thai,Yuen Long,31,0,,,,,,,,,,,
Chicken Pot Hut 雞煲棧火鍋,$101-200,4902,31,1,Hong Kong Style,Yuen Long,51,0,1,100,"AlipayHK,Alipay,Cash","Alcoholic Drinks,May Bring Your Own Wine,Kid-friendly,Parking,Delivery,10% Service Charge,Spot payment","6-min walk from Exit A2, Long Ping MTR Station",4,3,4,3,3,17
Sing Kee Cafe 成記茶寮,Below $50,9685,104,5,Hong Kong Style,Yuen Long,157,0,1,0,Cash,0,"8-min walk from Exit A, Yuen Long MTR Station",4,2,2,2,4,14
Gyujin Shabu Shabu & Sukiyaki Restaurant (Yoho Mall) 牛陣 (形點),$101-200,3267,86,10,Japanese,Yuen Long,117,0,7,0,"Visa,Master,AlipayHK,Alipay,Cash,UnionPay","10% Service Charge,Spot payment","2-min walk from Exit F, Yuen Long MTR Station",3,3,3,3,3,15
Thai Cow 泰Cow,$101-200,5197,28,5,Thai,Yuen Long,66,0,,,,,,,,,,,
Zeppelin Hot Dog Shop (Ho Shun Yee Building) 齊柏林熱狗店 (好順意大廈),Below $50,1646,33,0,Western,Yuen Long,40,0,41,0,Cash,0,"9-min walk from Exit H, Yuen Long MTR Station",4,3,4,4,4,19
Thai Fat Thai Restaurant 泰發泰國餐廳,$101-200,1025,28,5,Thai,Yuen Long,43,0,4,40,Cash,0,"9-min walk from Exit H, Yuen Long MTR Station",4,3,3,3,4,17
Gourmet Island 醉美島,$101-200,796,39,3,International,Yuen Long,49,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB","Online Reservation,Alcoholic Drinks,Phone Reservation,Reward Dining Points,TV Broadcast","11-min walk from Exit A, Yuen Long MTR Station",4,4,4,4,4,20
Summer August 夏捌月,$101-200,2435,55,8,Western,Yuen Long,108,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"14-min walk from Exit E, Long Ping MTR Station",3,3,3,3,3,15
Elegant Thai 雅閑泰,$101-200,1645,24,1,Thai,Yuen Long,29,0,,,,,,,,,,,
元朗花甲粉,Below $50,4103,16,2,Northeastern,Yuen Long,25,0,1,0,Cash,0,"6-min walk from Exit A, Yuen Long MTR Station",4,3,3,3,3,16
Ka Lai Yuen Chiu Chow Restaurant 嘉麗園潮州粉麵餐廳,Below $50,5462,137,24,Chiu Chow,Yuen Long,249,0,1,0,Cash,0,"12-min walk from Exit E, Long Ping MTR Station",3,3,3,3,3,15
Tori Chu 鳥酌,$201-400,3955,21,3,Japanese,Yuen Long,28,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash",0,"9-min walk from Exit A, Yuen Long MTR Station",4,3,4,3,3,17
Chili Heya 川．粵居,$101-200,1523,25,1,Guangdong,Yuen Long,33,0,,,,,,,,,,,
娜姐健康糖水,$51-100,320,25,2,Guangdong,Yuen Long,31,0,1,0,0,0,"13-min walk from Exit E, Long Ping MTR Station",4,3,3,3,4,17
包餃掂,$51-100,105,34,0,Hong Kong Style,Yuen Long,36,0,1,0,Cash,0,"9-min walk from Exit A, Yuen Long MTR Station",4,4,4,4,4,20
Curry Ten 天龍咖喱,$51-100,1399,20,1,Hong Kong Style,Yuen Long,28,0,,,,,,,,,,,
Brother 5 Oyster & Steak Chop Bar,$101-200,1690,26,1,International,Yuen Long,29,0,2,0,"Visa,Master,Cash,AE,UnionPay","Phone Reservation,10% Service Charge","10-min walk from Exit H, Yuen Long MTR Station",4,4,4,4,3,19
Man Fong Cafe (Kin Tak Street) 萬芳冰室 (建德街),$51-100,6242,99,21,Hong Kong Style,Yuen Long,211,0,,,,,,,,,,,
Prince Kitchen 王子私房菜,$101-200,2582,29,2,Guangdong,Yuen Long,62,0,1,80,"Visa,Master,Cash,AE,UnionPay,JCB","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Delivery,10% Service Charge","1-min walk from Exit K, Yuen Long MTR Station",3,4,3,4,2,16
Golden Apple Cake Shop 金蘋?餅店,Below $50,3835,82,2,Western,Yuen Long,123,0,1,0,Cash,0,"3-min walk from Exit D, Long Ping MTR Station",4,3,3,3,4,17
Ichi Sushi Sashimi 鮨上一,$101-200,1300,19,1,Japanese,Yuen Long,25,0,1,26,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,OpenRice Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge,Exclusive Online Booking,Spot payment","9-min walk from Exit B1, Long Ping MTR Station",4,4,4,4,4,20
Squirrel Burger (Yee Fung Garden) 小松鼠 (怡豐花園),$51-100,2440,59,3,Western,Yuen Long,91,0,,,,,,,,,,,
Enishiya Original Rich Shrimp Broth Ramen （K Plus） 緣屋 札幌元祖蝦湯拉麵 （K Plus）,$101-200,723,18,0,Japanese,Yuen Long,27,0,,,,,,,,,,,
Shreengkhala Curry House HK 蓬萊咖哩屋,$101-200,4231,97,6,Indian,Yuen Long,127,0,1,48,"Visa,Master,AlipayHK,Alipay,Cash","Online Reservation,Reward Dining Points,10% Service Charge,Spot payment","5-min walk from Exit B1, Long Ping MTR Station",4,3,4,4,3,18
Taiwai Dining Room 大圍小館,$101-200,1444,18,1,Guangdong,Yuen Long,22,0,2,0,0,0,"3-min walk from Exit D, Long Ping MTR Station",4,4,4,4,3,19
HA CHA 夏茶,Below $50,1991,17,4,Taiwan,Yuen Long,36,0,2,0,0,0,"8-min walk from Exit E, Long Ping MTR Station",4,3,3,3,3,16
Gyu-Kaku (Yuen Long Plaza) 牛角日本燒肉專門店 (元朗廣場),$201-400,2532,38,2,Japanese,Yuen Long,64,0,19,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Alcoholic Drinks,10% Service Charge,Spot payment","Exit B2, Long Ping MTR Station",4,4,3,4,3,18
大阪日本料理,$51-100,2472,21,1,Japanese,Yuen Long,27,0,1,0,Cash,10% Service Charge,"9-min walk from Exit A, Yuen Long MTR Station",4,3,4,4,4,19
Wall Is Eat 慢理牆城,$201-400,71699,768,20,"Asia Miles can be earned on eligible transactions of up to HKD10,000.",Yau Ma Tei,954,0,1,50,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay,WeChat Pay,OpenRice Pay","Online Reservation,Wi-Fi,Cake-cutting,VIP Room,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Spot payment","2-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,3,19
am.pm,Below $50,14974,635,40,Western,Yau Ma Tei,928,0,1,0,"AlipayHK,Alipay,Cash,Octopus","10% Service Charge,Spot payment","1-min walk from Exit A2, Yau Ma Tei MTR Station",4,3,3,3,4,17
Not Just Coffee (Man Hoo Court) 不籽是咖啡 (文豪閣),$101-200,30210,384,16,Japanese,Yau Ma Tei,491,Best Mong Kok/Caf?,2,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,JCB,Apple Pay,Google Pay","Online Reservation,Reward Dining Points,Spot payment","4-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,3,19
Kadorar et Levain 加多娜天然酵母手作麵包店,Below $50,21355,216,4,Hong Kong Style,Yau Ma Tei,308,Best Dessert Shop,3,0,"Cash,Octopus",0,"1-min walk from Exit A2, Yau Ma Tei MTR Station",4,3,3,3,4,17
Hung Ling Restaurant 紅伶飯店,$101-200,17106,242,11,Chiu Chow,Yau Ma Tei,288,0,1,0,"Visa,Master,AlipayHK,Cash,UnionPay,WeChat Pay","Online Reservation,Phone Reservation,Reward Dining Points","1-min walk from Exit C, Yau Ma Tei MTR Station",4,3,4,3,4,18
村爺爺龍蝦湯.泡飯.燉湯專家,$51-100,39651,544,51,Hong Kong Style,Yau Ma Tei,779,0,2,0,Cash,Delivery,"1-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,3,3,4,17
Liberty Coffee & Wine,$101-200,18177,134,3,International,Yau Ma Tei,175,0,2,50,"Visa,Master,Cash,Octopus,Apple Pay,Google Pay,Payme","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge","5-min walk from Exit A2, Yau Ma Tei MTR Station",4,4,4,4,3,19
Skewers House 串本屋,$101-200,1928,122,0,Japanese,Yau Ma Tei,125,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,Cake-cutting,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","4-min walk from Exit A, Austin  MTR Station",4,4,4,4,4,20
Turkeyano,$51-100,2812,157,1,Turkish,Yau Ma Tei,168,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash","Wi-Fi,Delivery,10% Service Charge,Spot payment","5-min walk from Exit B1, Jordan MTR Station",4,4,4,4,4,20
Veggiemind 心裡有素,$51-100,4302,138,8,Jingchuanhu,Yau Ma Tei,163,0,1,46,"Cash,Octopus","Online Reservation,Phone Reservation,Reward Dining Points,10% Service Charge,Vegetarian","7-min walk from Exit A2, Yau Ma Tei MTR Station",4,3,4,4,4,19
Mr Tin HK Cuisine (Pitt Street) 田記魚蛋牛腩專門店 (碧街),Below $50,2055,95,0,Hong Kong Style,Yau Ma Tei,108,0,2,20,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay","Wi-Fi,Phone Reservation,Delivery,10% Service Charge,Spot payment","1-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,4,4,4,19
Maki Ramen Maki拉麵,$51-100,2255,73,3,Japanese,Yau Ma Tei,86,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,WeChat Pay",10% Service Charge,"1-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
Jinseki Steak (Pitt Street) 神石燒牛扒專門店 (碧街),$101-200,17970,90,7,Japanese,Yau Ma Tei,132,0,9,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,OpenRice Pay,Others","Online Reservation,Phone Reservation,Spot payment","1-min walk from Exit A1, Yau Ma Tei MTR Station",3,3,3,3,3,15
Cascara,$51-100,5502,75,0,International,Yau Ma Tei,89,0,1,18,"Visa,Master,AlipayHK,Cash,Octopus,UnionPay,Apple Pay,WeChat Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Parking,Delivery,10% Service Charge,Outdoor Seating","3-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
Lok Fu Dining Room 老虎岩餐室,Below $50,3717,79,1,Chiu Chow,Yau Ma Tei,103,0,1,0,"AlipayHK,Alipay,Cash,Octopus,AE,WeChat Pay,OpenRice Pay","Online Reservation,Reward Dining Points,Spot payment","1-min walk from Exit B2, Yau Ma Tei MTR Station",4,4,4,4,4,20
Gyuugoku Stone Grill Steak (Nathan Road) 牛極 (彌敦道),$51-100,3321,95,2,Japanese,Yau Ma Tei,112,0,10,0,"AlipayHK,Alipay,Cash","Online Reservation,Phone Reservation,Reward Dining Points,Exclusive Online Booking,Spot payment","3-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
Kowloon Center (Sheung On House) 正九清湯腩 (常安樓),$51-100,1956,69,2,Hong Kong Style,Yau Ma Tei,78,0,3,28,Cash,"Alcoholic Drinks,May Bring Your Own Wine,Parking,Phone Reservation,10% Service Charge","1-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
Haidilao Hot Pot (Kowloon Building) 海底撈火鍋 (九龍行),$201-400,24389,104,9,Sichuan,Yau Ma Tei,233,0,5,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,UnionPay,WeChat Pay","Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Phone Reservation,10% Service Charge,Spot payment","1-min walk from Exit A1, Yau Ma Tei MTR Station",3,4,4,4,3,18
Red Idea Cafe 紅煮意,$51-100,8401,210,2,Western,Yau Ma Tei,245,0,1,40,"Visa,Master,Cash,Octopus,UnionPay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,VIP Room,Phone Reservation,Reward Dining Points,Delivery,10% Service Charge,Sea View,Live Music,TV Broadcast","5-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
OKINAWA GYOMIN SHOKUDO 沖繩漁民食堂,$51-100,3196,71,3,Japanese,Yau Ma Tei,85,0,1,0,Cash,0,"4-min walk from Exit C, Yau Ma Tei MTR Station",4,4,4,4,4,20
Explore Kitchen,$101-200,8993,217,16,Western,Yau Ma Tei,276,0,1,50,"Visa,Master,AlipayHK,Alipay,Cash,AE,UnionPay","Online Reservation,Phone Reservation,Reward Dining Points,10% Service Charge,Spot payment","2-min walk from Exit A2, Yau Ma Tei MTR Station",4,4,3,4,3,18
Salaam Namaste Curry House 沙拉姆咖喱屋,$51-100,8754,198,3,Indian,Yau Ma Tei,225,0,1,40,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE,WeChat Pay,OpenRice Pay","Online Reservation,Alcoholic Drinks,Parking,Reward Dining Points,Delivery,10% Service Charge,TV Broadcast,Spot payment","4-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,4,3,4,18
SUKIYA ??家,Below $50,3110,53,7,Japanese,Yau Ma Tei,93,0,7,0,"Cash,Octopus",0,"2-min walk from Exit A1, Yau Ma Tei MTR Station",3,3,3,3,4,16
春禧堂台灣料理餐廳PLUS,$51-100,1035,66,1,Taiwan,Yau Ma Tei,70,0,1,0,"AlipayHK,Alipay,Cash","Online Reservation,Alcoholic Drinks,Cake-cutting,Reward Dining Points,Outdoor Seating,Spot payment","1-min walk from Exit A1, Yau Ma Tei MTR Station",4,4,4,4,4,20
South China Cuisine 南華軒,$201-400,779,63,0,Guangdong,Yau Ma Tei,63,0,,,,,,,,,,,
LuckyGreen Lucky綠,Below $50,191,41,0,Hong Kong Style,Yau Ma Tei,42,0,1,0,"AlipayHK,Alipay,Cash,Octopus,WeChat Pay",Delivery,"1-min walk from Exit B1, Yau Ma Tei MTR Station",4,4,4,4,4,20
11 Kebab 十一串,$101-200,2707,79,1,Hong Kong Style,Yau Ma Tei,87,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,AE","Phone Reservation,Spot payment","3-min walk from Exit A, Jordan MTR Station",4,4,4,4,4,20
House 000 Bistro,$201-400,4128,42,1,Western,Yau Ma Tei,50,0,1,20,"Visa,Master,AlipayHK,Cash,UnionPay,Apple Pay,Google Pay,WeChat Pay","Online Reservation,Wi-Fi,Alcoholic Drinks,May Bring Your Own Wine,Cake-cutting,Phone Reservation,10% Service Charge","2-min walk from Exit A1, Yau Ma Tei MTR Station",4,4,4,4,4,20
大安茶冰廳,$51-100,9063,38,13,Hong Kong Style,Yau Ma Tei,79,0,1,0,"Cash,Octopus",0,"3-min walk from Exit A1, Yau Ma Tei MTR Station",3,4,3,4,3,17
Adam Hainan Chicken Rice 亞當海南雞飯,$51-100,697,43,0,Malaysian,Yau Ma Tei,45,0,1,0,"Alipay,Cash,Octopus",0,"1-min walk from Exit A2, Yau Ma Tei MTR Station",4,4,4,4,4,20
MUM’s NOT HOME 媽不在家,$51-100,15499,63,0,Western,Yau Ma Tei,104,0,,,,,,,,,,,
Thai cool (Nathan Road) 泰COOL (彌敦道),$51-100,6884,46,9,Thai,Yau Ma Tei,87,0,5,0,"Visa,Master,AlipayHK,Alipay,Cash","Online Reservation,Wi-Fi,Alcoholic Drinks,Reward Dining Points,Spot payment","1-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
MOMOME,Below $50,1913,44,0,International,Yau Ma Tei,47,0,1,0,"Visa,Master,AlipayHK,Alipay,Cash,Octopus,UnionPay,Apple Pay,Google Pay,WeChat Pay","May Bring Your Own Wine,Parking,Phone Reservation","4-min walk from Exit B1, Jordan MTR Station",4,4,4,4,4,20
Yokozuna 橫綱,$51-100,14152,415,71,Japanese,Yau Ma Tei,745,0,1,24,Cash,"Alcoholic Drinks,Parking,Phone Reservation,10% Service Charge","3-min walk from Exit C, Yau Ma Tei MTR Station",3,3,3,3,3,15
Hing Kee Restaurant 興記菜館,$51-100,11029,105,89,Guangdong,Yau Ma Tei,399,0,1,0,"AlipayHK,Alipay,Cash",Spot payment,"2-min walk from Exit C, Yau Ma Tei MTR Station",3,2,2,2,3,12
Guzzle 大吃大喝,Below $50,1402,55,0,Hong Kong Style,Yau Ma Tei,59,0,1,0,"Cash,Octopus",0,"1-min walk from Exit B1, Yau Ma Tei MTR Station",4,4,4,4,4,20
村爺爺車仔麵,Below $50,1361,41,0,Hong Kong Style,Yau Ma Tei,49,0,2,30,Cash,0,"1-min walk from Exit A1, Yau Ma Tei MTR Station",4,3,4,3,4,18
